54112,8.38,2023-07-23 06:49:00
51105,7.61,2023-07-23 06:49:00
49858,7.76,2023-07-23 06:49:00
55818,7.49,2023-07-23 06:49:00
52505,7.47,2023-07-23 06:49:00
51498,7.24,2023-07-23 06:49:00
54883,7.34,2023-07-23 06:49:00
54234,7.11,2023-07-23 06:49:00
54898,8.66,2023-07-23 06:49:00
51009,8.73,2023-07-23 06:49:00
53998,8.96,2023-07-23 06:49:00
54595,8.4,2023-07-23 06:49:00
53050,7.09,2023-07-23 06:49:00
54790,7.77,2023-07-23 06:49:00
48633,6.88,2023-07-23 06:49:00
---,---,---
54112,8.38,2023-07-23 06:50:00
51105,7.61,2023-07-23 06:50:00
49858,7.76,2023-07-23 06:50:00
55818,7.49,2023-07-23 06:50:00
52505,7.47,2023-07-23 06:50:00
51498,7.24,2023-07-23 06:50:00
54883,7.34,2023-07-23 06:50:00
54234,7.11,2023-07-23 06:50:00
54898,8.66,2023-07-23 06:50:00
51009,8.73,2023-07-23 06:50:00
53998,8.96,2023-07-23 06:50:00
54595,8.4,2023-07-23 06:50:00
53050,7.09,2023-07-23 06:50:00
54790,7.77,2023-07-23 06:50:00
48633,6.88,2023-07-23 06:50:00
---,---,---
54112,8.38,2023-07-23 06:54:00
51105,7.61,2023-07-23 06:54:00
49858,7.76,2023-07-23 06:54:00
55818,7.49,2023-07-23 06:54:00
52505,7.47,2023-07-23 06:54:00
51498,7.24,2023-07-23 06:54:00
54883,7.34,2023-07-23 06:54:00
54234,7.11,2023-07-23 06:54:00
54898,8.66,2023-07-23 06:54:00
51009,8.73,2023-07-23 06:54:00
53998,8.96,2023-07-23 06:54:00
54595,8.4,2023-07-23 06:54:00
53050,7.09,2023-07-23 06:54:00
54790,7.77,2023-07-23 06:54:00
48633,6.88,2023-07-23 06:54:00
---,---,---
54112,8.38,2023-07-23 06:55:00
51105,7.61,2023-07-23 06:55:00
49858,7.76,2023-07-23 06:55:00
55818,7.49,2023-07-23 06:55:00
52505,7.47,2023-07-23 06:55:00
51498,7.24,2023-07-23 06:55:00
54883,7.34,2023-07-23 06:55:00
54234,7.11,2023-07-23 06:55:00
54898,8.66,2023-07-23 06:55:00
51009,8.73,2023-07-23 06:55:00
53998,8.96,2023-07-23 06:55:00
54595,8.4,2023-07-23 06:55:00
53050,7.09,2023-07-23 06:55:00
54790,7.77,2023-07-23 06:55:00
48633,6.88,2023-07-23 06:55:00
---,---,---
54112,8.38,2023-07-23 01:42:43
51105,7.61,2023-07-23 01:42:43
49858,7.76,2023-07-23 01:42:43
55818,7.49,2023-07-23 01:42:43
52505,7.47,2023-07-23 01:42:43
51498,7.24,2023-07-23 01:42:43
54883,7.34,2023-07-23 01:42:43
54234,7.11,2023-07-23 01:42:43
54898,8.66,2023-07-23 01:42:43
51009,8.73,2023-07-23 01:42:43
53998,8.96,2023-07-23 01:42:43
54595,8.4,2023-07-23 01:42:43
53050,7.09,2023-07-23 01:42:43
54790,7.77,2023-07-23 01:42:43
48633,6.88,2023-07-23 01:42:43
---,---,---
54112,8.38,2023-07-23 01:43:46
51105,7.61,2023-07-23 01:43:46
49858,7.76,2023-07-23 01:43:46
55818,7.49,2023-07-23 01:43:46
52505,7.47,2023-07-23 01:43:46
51498,7.24,2023-07-23 01:43:46
54883,7.34,2023-07-23 01:43:46
54234,7.11,2023-07-23 01:43:46
54898,8.66,2023-07-23 01:43:46
51009,8.73,2023-07-23 01:43:46
53998,8.96,2023-07-23 01:43:46
54595,8.4,2023-07-23 01:43:46
53050,7.09,2023-07-23 01:43:46
54790,7.77,2023-07-23 01:43:46
48633,6.88,2023-07-23 01:43:46
---,---,---
54112,8.38,2023-07-23 01:47:55
51105,7.61,2023-07-23 01:47:55
49858,7.76,2023-07-23 01:47:55
55818,7.49,2023-07-23 01:47:55
52505,7.47,2023-07-23 01:47:55
51498,7.24,2023-07-23 01:47:55
54883,7.34,2023-07-23 01:47:55
54234,7.11,2023-07-23 01:47:55
54898,8.66,2023-07-23 01:47:55
51009,8.73,2023-07-23 01:47:55
53998,8.96,2023-07-23 01:47:55
54595,8.4,2023-07-23 01:47:55
53050,7.09,2023-07-23 01:47:55
54790,7.77,2023-07-23 01:47:55
48633,6.88,2023-07-23 01:47:55
---,---,---
54112,8.38,2023-07-23 02:47:58
51105,7.61,2023-07-23 02:47:58
49858,7.76,2023-07-23 02:47:58
55818,7.49,2023-07-23 02:47:58
52505,7.47,2023-07-23 02:47:58
51498,7.24,2023-07-23 02:47:58
54883,7.34,2023-07-23 02:47:58
54234,7.11,2023-07-23 02:47:58
54898,8.66,2023-07-23 02:47:58
51009,8.73,2023-07-23 02:47:58
53998,8.96,2023-07-23 02:47:58
54595,8.39,2023-07-23 02:47:58
53050,7.09,2023-07-23 02:47:58
54790,7.77,2023-07-23 02:47:58
48633,6.87,2023-07-23 02:47:58
---,---,---
54112,8.38,2023-07-23 03:48:00
51105,7.61,2023-07-23 03:48:00
49858,7.76,2023-07-23 03:48:00
55818,7.49,2023-07-23 03:48:00
52505,7.47,2023-07-23 03:48:00
51498,7.24,2023-07-23 03:48:00
54883,7.34,2023-07-23 03:48:00
54234,7.11,2023-07-23 03:48:00
54898,8.66,2023-07-23 03:48:00
51009,8.73,2023-07-23 03:48:00
53998,8.96,2023-07-23 03:48:00
54595,8.39,2023-07-23 03:48:00
53050,7.09,2023-07-23 03:48:00
54790,7.77,2023-07-23 03:48:00
48633,6.87,2023-07-23 03:48:00
---,---,---
54112,8.38,2023-07-23 04:48:03
51105,7.61,2023-07-23 04:48:03
49858,7.76,2023-07-23 04:48:03
55818,7.49,2023-07-23 04:48:03
52505,7.47,2023-07-23 04:48:03
51498,7.24,2023-07-23 04:48:03
54883,7.34,2023-07-23 04:48:03
54234,7.11,2023-07-23 04:48:03
54898,8.66,2023-07-23 04:48:03
51009,8.73,2023-07-23 04:48:03
53998,8.96,2023-07-23 04:48:03
54595,8.4,2023-07-23 04:48:03
53050,7.09,2023-07-23 04:48:03
54790,7.77,2023-07-23 04:48:03
48633,6.87,2023-07-23 04:48:03
---,---,---
54112,8.38,2023-07-23 05:48:05
51105,7.61,2023-07-23 05:48:05
49858,7.76,2023-07-23 05:48:05
55818,7.49,2023-07-23 05:48:05
52505,7.47,2023-07-23 05:48:05
51498,7.24,2023-07-23 05:48:05
54883,7.34,2023-07-23 05:48:05
54234,7.11,2023-07-23 05:48:05
54898,8.66,2023-07-23 05:48:05
51009,8.73,2023-07-23 05:48:05
53998,8.96,2023-07-23 05:48:05
54595,8.4,2023-07-23 05:48:05
53050,7.09,2023-07-23 05:48:05
54790,7.77,2023-07-23 05:48:05
48633,6.86,2023-07-23 05:48:05
---,---,---
54112,8.38,2023-07-23 06:48:08
51105,7.61,2023-07-23 06:48:08
49858,7.76,2023-07-23 06:48:08
55818,7.49,2023-07-23 06:48:08
52505,7.47,2023-07-23 06:48:08
51498,7.24,2023-07-23 06:48:08
54883,7.34,2023-07-23 06:48:08
54234,7.11,2023-07-23 06:48:08
54898,8.67,2023-07-23 06:48:08
51009,8.73,2023-07-23 06:48:08
53998,8.96,2023-07-23 06:48:08
54595,8.4,2023-07-23 06:48:08
53050,7.09,2023-07-23 06:48:08
54790,7.77,2023-07-23 06:48:08
48633,6.86,2023-07-23 06:48:08
---,---,---
54112,8.38,2023-07-23 07:48:10
51105,7.61,2023-07-23 07:48:10
49858,7.76,2023-07-23 07:48:10
55818,7.49,2023-07-23 07:48:10
52505,7.47,2023-07-23 07:48:10
51498,7.24,2023-07-23 07:48:10
54883,7.34,2023-07-23 07:48:10
54234,7.11,2023-07-23 07:48:10
54898,8.67,2023-07-23 07:48:10
51009,8.73,2023-07-23 07:48:10
53998,8.96,2023-07-23 07:48:10
54595,8.39,2023-07-23 07:48:10
53050,7.09,2023-07-23 07:48:10
54790,7.77,2023-07-23 07:48:10
48633,6.86,2023-07-23 07:48:10
---,---,---
54112,8.38,2023-07-23 08:48:13
51105,7.61,2023-07-23 08:48:13
49858,7.76,2023-07-23 08:48:13
55818,7.49,2023-07-23 08:48:13
52505,7.47,2023-07-23 08:48:13
51498,7.24,2023-07-23 08:48:13
54883,7.34,2023-07-23 08:48:13
54234,7.11,2023-07-23 08:48:13
54898,8.67,2023-07-23 08:48:13
51009,8.73,2023-07-23 08:48:13
53998,8.96,2023-07-23 08:48:13
54595,8.39,2023-07-23 08:48:13
53050,7.09,2023-07-23 08:48:13
54790,7.77,2023-07-23 08:48:13
48633,6.86,2023-07-23 08:48:13
---,---,---
54112,8.38,2023-07-23 09:48:16
51105,7.61,2023-07-23 09:48:16
49858,7.76,2023-07-23 09:48:16
55818,7.49,2023-07-23 09:48:16
52505,7.47,2023-07-23 09:48:16
51498,7.24,2023-07-23 09:48:16
54883,7.34,2023-07-23 09:48:16
54234,7.11,2023-07-23 09:48:16
54898,8.67,2023-07-23 09:48:16
51009,8.73,2023-07-23 09:48:16
53998,8.96,2023-07-23 09:48:16
54595,8.39,2023-07-23 09:48:16
53050,7.09,2023-07-23 09:48:16
54790,7.77,2023-07-23 09:48:16
48633,6.86,2023-07-23 09:48:16
---,---,---
54112,8.37,2023-07-23 10:48:19
51105,7.61,2023-07-23 10:48:19
49858,7.76,2023-07-23 10:48:19
55818,7.49,2023-07-23 10:48:19
52505,7.46,2023-07-23 10:48:19
51498,7.24,2023-07-23 10:48:19
54883,7.34,2023-07-23 10:48:19
54234,7.11,2023-07-23 10:48:19
54898,8.67,2023-07-23 10:48:19
51009,8.73,2023-07-23 10:48:19
53998,8.96,2023-07-23 10:48:19
54595,8.39,2023-07-23 10:48:19
53050,7.09,2023-07-23 10:48:19
54790,7.77,2023-07-23 10:48:19
48633,6.86,2023-07-23 10:48:19
---,---,---
54112,8.37,2023-07-23 11:48:21
51105,7.61,2023-07-23 11:48:21
49858,7.76,2023-07-23 11:48:21
55818,7.49,2023-07-23 11:48:21
52505,7.46,2023-07-23 11:48:21
51498,7.24,2023-07-23 11:48:21
54883,7.34,2023-07-23 11:48:21
54234,7.11,2023-07-23 11:48:21
54898,8.67,2023-07-23 11:48:21
51009,8.73,2023-07-23 11:48:21
53998,8.96,2023-07-23 11:48:21
54595,8.38,2023-07-23 11:48:21
53050,7.09,2023-07-23 11:48:21
54790,7.77,2023-07-23 11:48:21
48633,6.85,2023-07-23 11:48:21
---,---,---
54112,8.37,2023-07-23 12:48:24
51105,7.61,2023-07-23 12:48:24
49858,7.76,2023-07-23 12:48:24
55818,7.49,2023-07-23 12:48:24
52505,7.46,2023-07-23 12:48:24
51498,7.24,2023-07-23 12:48:24
54883,7.34,2023-07-23 12:48:24
54234,7.1,2023-07-23 12:48:24
54898,8.67,2023-07-23 12:48:24
51009,8.73,2023-07-23 12:48:24
53998,8.96,2023-07-23 12:48:24
54595,8.38,2023-07-23 12:48:24
53050,7.09,2023-07-23 12:48:24
54790,7.77,2023-07-23 12:48:24
48633,6.85,2023-07-23 12:48:24
---,---,---
54112,8.37,2023-07-23 13:48:27
51105,7.61,2023-07-23 13:48:27
49858,7.76,2023-07-23 13:48:27
55818,7.49,2023-07-23 13:48:27
52505,7.46,2023-07-23 13:48:27
51498,7.24,2023-07-23 13:48:27
54883,7.34,2023-07-23 13:48:27
54234,7.11,2023-07-23 13:48:27
54898,8.67,2023-07-23 13:48:27
51009,8.73,2023-07-23 13:48:27
53998,8.96,2023-07-23 13:48:27
54595,8.38,2023-07-23 13:48:27
53050,7.09,2023-07-23 13:48:27
54790,7.77,2023-07-23 13:48:27
48633,6.85,2023-07-23 13:48:27
---,---,---
54112,8.37,2023-07-23 14:48:30
51105,7.61,2023-07-23 14:48:30
49858,7.76,2023-07-23 14:48:30
55818,7.49,2023-07-23 14:48:30
52505,7.46,2023-07-23 14:48:30
51498,7.24,2023-07-23 14:48:30
54883,7.34,2023-07-23 14:48:30
54234,7.1,2023-07-23 14:48:30
54898,8.67,2023-07-23 14:48:30
51009,8.73,2023-07-23 14:48:30
53998,8.96,2023-07-23 14:48:30
54595,8.38,2023-07-23 14:48:30
53050,7.09,2023-07-23 14:48:30
54790,7.78,2023-07-23 14:48:30
48633,6.85,2023-07-23 14:48:30
---,---,---
54112,8.37,2023-07-23 15:48:33
51105,7.61,2023-07-23 15:48:33
49858,7.76,2023-07-23 15:48:33
55818,7.49,2023-07-23 15:48:33
52505,7.46,2023-07-23 15:48:33
51498,7.24,2023-07-23 15:48:33
54883,7.34,2023-07-23 15:48:33
54234,7.11,2023-07-23 15:48:33
54898,8.66,2023-07-23 15:48:33
51009,8.73,2023-07-23 15:48:33
53998,8.96,2023-07-23 15:48:33
54595,8.39,2023-07-23 15:48:33
53050,7.09,2023-07-23 15:48:33
54790,7.77,2023-07-23 15:48:33
48633,6.85,2023-07-23 15:48:33
---,---,---
54112,8.37,2023-07-23 18:13:52
51105,7.61,2023-07-23 18:13:52
49858,7.75,2023-07-23 18:13:52
55818,7.49,2023-07-23 18:13:52
52505,7.46,2023-07-23 18:13:52
51498,7.24,2023-07-23 18:13:52
54883,7.34,2023-07-23 18:13:52
54234,7.11,2023-07-23 18:13:52
54898,8.65,2023-07-23 18:13:52
51009,8.73,2023-07-23 18:13:52
53998,8.96,2023-07-23 18:13:52
54595,8.39,2023-07-23 18:13:52
53050,7.08,2023-07-23 18:13:52
54790,7.76,2023-07-23 18:13:52
48633,6.84,2023-07-23 18:13:52
---,---,---
54112,8.37,2023-07-23 19:13:55
51105,7.61,2023-07-23 19:13:55
49858,7.75,2023-07-23 19:13:55
55818,7.49,2023-07-23 19:13:55
52505,7.46,2023-07-23 19:13:55
51498,7.24,2023-07-23 19:13:55
54883,7.34,2023-07-23 19:13:55
54234,7.11,2023-07-23 19:13:55
54898,8.65,2023-07-23 19:13:55
51009,8.73,2023-07-23 19:13:55
53998,8.96,2023-07-23 19:13:55
54595,8.38,2023-07-23 19:13:55
53050,7.08,2023-07-23 19:13:55
54790,7.76,2023-07-23 19:13:55
48633,6.84,2023-07-23 19:13:55
---,---,---
54112,8.37,2023-07-23 20:13:58
51105,7.61,2023-07-23 20:13:58
49858,7.75,2023-07-23 20:13:58
55818,7.49,2023-07-23 20:13:58
52505,7.46,2023-07-23 20:13:58
51498,7.24,2023-07-23 20:13:58
54883,7.34,2023-07-23 20:13:58
54234,7.1,2023-07-23 20:13:58
54898,8.65,2023-07-23 20:13:58
51009,8.73,2023-07-23 20:13:58
53998,8.96,2023-07-23 20:13:58
54595,8.39,2023-07-23 20:13:58
53050,7.08,2023-07-23 20:13:58
54790,7.76,2023-07-23 20:13:58
48633,6.83,2023-07-23 20:13:58
---,---,---
54112,8.37,2023-07-23 21:14:01
51105,7.61,2023-07-23 21:14:01
49858,7.75,2023-07-23 21:14:01
55818,7.49,2023-07-23 21:14:01
52505,7.46,2023-07-23 21:14:01
51498,7.24,2023-07-23 21:14:01
54883,7.34,2023-07-23 21:14:01
54234,7.1,2023-07-23 21:14:01
54898,8.65,2023-07-23 21:14:01
51009,8.73,2023-07-23 21:14:01
53998,8.96,2023-07-23 21:14:01
54595,8.39,2023-07-23 21:14:01
53050,7.08,2023-07-23 21:14:01
54790,7.76,2023-07-23 21:14:01
48633,6.83,2023-07-23 21:14:01
---,---,---
54112,8.37,2023-07-23 22:14:03
51105,7.61,2023-07-23 22:14:03
49858,7.75,2023-07-23 22:14:03
55818,7.49,2023-07-23 22:14:03
52505,7.46,2023-07-23 22:14:03
51498,7.24,2023-07-23 22:14:03
54883,7.34,2023-07-23 22:14:03
54234,7.1,2023-07-23 22:14:03
54898,8.65,2023-07-23 22:14:03
51009,8.73,2023-07-23 22:14:03
53998,8.96,2023-07-23 22:14:03
54595,8.39,2023-07-23 22:14:03
53050,7.08,2023-07-23 22:14:03
54790,7.76,2023-07-23 22:14:03
48633,6.83,2023-07-23 22:14:03
---,---,---
54112,8.37,2023-07-23 23:14:06
51105,7.61,2023-07-23 23:14:06
49858,7.75,2023-07-23 23:14:06
55818,7.49,2023-07-23 23:14:06
52505,7.46,2023-07-23 23:14:06
51498,7.24,2023-07-23 23:14:06
54883,7.34,2023-07-23 23:14:06
54234,7.1,2023-07-23 23:14:06
54898,8.65,2023-07-23 23:14:06
51009,8.73,2023-07-23 23:14:06
53998,8.96,2023-07-23 23:14:06
54595,8.4,2023-07-23 23:14:06
53050,7.08,2023-07-23 23:14:06
54790,7.76,2023-07-23 23:14:06
48633,6.83,2023-07-23 23:14:06
---,---,---
54112,8.37,2023-07-24 00:14:08
51105,7.61,2023-07-24 00:14:08
49858,7.75,2023-07-24 00:14:08
55818,7.49,2023-07-24 00:14:08
52505,7.46,2023-07-24 00:14:08
51498,7.24,2023-07-24 00:14:08
54883,7.34,2023-07-24 00:14:08
54234,7.1,2023-07-24 00:14:08
54898,8.65,2023-07-24 00:14:08
51009,8.73,2023-07-24 00:14:08
53998,8.96,2023-07-24 00:14:08
54595,8.4,2023-07-24 00:14:08
53050,7.08,2023-07-24 00:14:08
54790,7.76,2023-07-24 00:14:08
48633,6.83,2023-07-24 00:14:08
---,---,---
54112,8.37,2023-07-24 01:14:11
51105,7.61,2023-07-24 01:14:11
49858,7.75,2023-07-24 01:14:11
55818,7.49,2023-07-24 01:14:11
52505,7.45,2023-07-24 01:14:11
51498,7.24,2023-07-24 01:14:11
54883,7.34,2023-07-24 01:14:11
54234,7.1,2023-07-24 01:14:11
54898,8.65,2023-07-24 01:14:11
51009,8.73,2023-07-24 01:14:11
53998,8.96,2023-07-24 01:14:11
54595,8.4,2023-07-24 01:14:11
53050,7.08,2023-07-24 01:14:11
54790,7.76,2023-07-24 01:14:11
48633,6.83,2023-07-24 01:14:11
---,---,---
54112,8.36,2023-07-24 02:01:18
51105,7.61,2023-07-24 02:01:18
49858,7.75,2023-07-24 02:01:18
55818,7.49,2023-07-24 02:01:18
52505,7.45,2023-07-24 02:01:18
51498,7.24,2023-07-24 02:01:18
54883,7.34,2023-07-24 02:01:18
54234,7.1,2023-07-24 02:01:18
54898,8.65,2023-07-24 02:01:18
51009,8.73,2023-07-24 02:01:18
53998,8.96,2023-07-24 02:01:18
54595,8.4,2023-07-24 02:01:18
53050,7.09,2023-07-24 02:01:18
54790,7.76,2023-07-24 02:01:18
